id,tipo_desc,latitude,longitude,created_at
M20260230646,DISPARO DE ARMA,-3.7248027925918246,-38.47629214589247,2026-03-26 14:04:37.826 -0300
M20260230647,DISPARO DE ARMA,-3.725475684051672,-38.47570082195321,2026-03-26 14:04:37.833 -0300
M20260230667,ROUBO,-5.119572395115904,-38.1480614101516,2026-03-26 14:04:37.838 -0300
M20260230671,PORTE ILEGAL DE ARMA,-3.7258005456429184,-38.46997723781991,2026-03-26 14:04:37.843 -0300
M20260230675,ROUBO,-4.924268589165448,-37.97974693887575,2026-03-26 14:04:37.848 -0300
M20260230677,FURTO,-7.2192212216985805,-39.31697975700239,2026-03-26 14:04:37.853 -0300
M20260230683,PORTE ILEGAL DE ARMA,-3.7890692489413857,-38.4675219562524,2026-03-26 14:04:37.858 -0300
M20260230695,FURTO,-3.71940218586577,-38.53536872534701,2026-03-26 14:04:37.862 -0300
M20260230704,ROUBO,-3.7082106522242055,-38.593355648864275,2026-03-26 14:04:37.868 -0300
M20260230714,FURTO,-3.7959462310137573,-38.600674279730725,2026-03-26 14:04:37.875 -0300
M20260230738,PORTE ILEGAL DE ARMA,-3.118088088428441,-40.8300605032,2026-03-26 14:04:37.881 -0300
M20260230747,FURTO,-4.937624206662232,-37.96920333268833,2026-03-26 14:04:37.886 -0300
M20260230755,DANOS/DEPREDAÇÃO,-3.8321222449567136,-38.57285428435521,2026-03-26 14:04:37.891 -0300
M20260230763,FURTO,-3.6106741168248777,-38.76284874546454,2026-03-26 14:04:37.896 -0300
M20260230775,FURTO,-3.6106741168248777,-38.76284874546454,2026-03-26 14:04:37.901 -0300
M20260230798,TENTATIVA DE ESTUPRO,-4.162873152052365,-40.75008101495092,2026-03-26 14:04:37.906 -0300
M20260230810,FURTO,-3.8064968380831394,-38.48337841576845,2026-03-26 14:04:37.912 -0300
M20260230812,FURTO,-3.8026061230368593,-38.481463699718134,2026-03-26 14:04:37.917 -0300
M20260230820,TRÁFICO,-3.8114879230570424,-38.57435539289066,2026-03-26 14:04:37.922 -0300
M20260230833,TRÁFICO,-3.6723166689000895,-38.67139472453396,2026-03-26 14:04:37.927 -0300
M20260230840,PORTE ILEGAL DE ARMA,-7.042946362728417,-39.28499780203004,2026-03-26 14:04:37.932 -0300
M20260230849,DISPARO DE ARMA,-7.493165968610026,-38.98967506893998,2026-03-26 14:04:37.937 -0300
M20260230856,DISPARO DE ARMA,-6.572055030050005,-40.1229070301498,2026-03-26 14:04:37.942 -0300
M20260230882,GRUPO CRIMINOSO,-3.90777525005091,-38.68497801385528,2026-03-26 14:04:37.954 -0300
M20260230884,PORTE ILEGAL DE ARMA,-4.351755193945778,-39.32415924566238,2026-03-26 14:04:37.959 -0300
M20260230892,FURTO,-3.7284876184114926,-38.58190745712157,2026-03-26 14:04:37.965 -0300
M20260230911,PORTE ILEGAL DE ARMA,-3.7811691051649747,-38.61144764800738,2026-03-26 14:04:37.969 -0300
M20260230920,HOMICÍDIO,-7.246947456300678,-39.29176128006316,2026-03-26 14:04:37.974 -0300
M20260230963,ROUBO,-7.213523672607713,-39.3317545388777,2026-03-26 14:04:37.980 -0300
M20260230987,LESÃO CORPORAL,-3.755840108799505,-38.5203431556382,2026-03-26 14:04:37.985 -0300
M20260230991,ROUBO,-3.7394612791751816,-38.52458780548637,2026-03-26 14:04:37.990 -0300
M20260230996,ROUBO,-3.7712580018219537,-38.55678950152847,2026-03-26 14:04:37.995 -0300
M20260231000,FURTO EM VEÍCULO,-3.718945331465888,-38.512479088143365,2026-03-26 14:04:38.000 -0300
M20260231001,TRÁFICO,-5.130656080001564,-39.72710120672014,2026-03-26 14:04:38.006 -0300
M20260231009,TRÁFICO,-4.943365083580128,-37.97795706390861,2026-03-26 14:04:38.010 -0300
M20260231017,TRÁFICO,-4.360183251486961,-39.30732899535978,2026-03-26 14:04:38.016 -0300
M20260231037,LESÃO CORPORAL,-3.739865355171685,-38.524853790029326,2026-03-26 14:04:38.021 -0300
M20260231040,DISPARO DE ARMA,-3.8305603084112967,-38.595069675321966,2026-03-26 14:04:38.027 -0300
M20260231042,TRÁFICO,-4.3602813910079234,-39.30736986199156,2026-03-26 14:04:38.032 -0300
M20260231053,LESÃO CORPORAL,-3.739865355171685,-38.524853790029326,2026-03-26 14:04:38.038 -0300
M20260231062,ROUBO,-3.709644082056044,-40.34869035621976,2026-03-26 14:04:38.044 -0300
M20260231067,PORTE ILEGAL DE ARMA,-3.8159732709424365,-38.59034683140868,2026-03-26 14:04:38.051 -0300
M20260231074,DISPARO DE ARMA,-4.4662329757687536,-38.89992452936432,2026-03-26 14:04:38.057 -0300
M20260231075,LESÃO CORPORAL,-3.8784662928651277,-38.618806291391714,2026-03-26 14:04:38.062 -0300
M20260231087,ROUBO DE VEÍCULO,-3.6820120804876164,-39.34862679177918,2026-03-26 14:04:38.066 -0300
M20260231103,FURTO DE VEÍCULO,-3.739180501134368,-38.54906939990754,2026-03-26 14:04:38.078 -0300
M20260231112,DANOS/DEPREDAÇÃO,-3.7867891389028183,-38.63432041930399,2026-03-26 14:04:38.083 -0300
M20260231120,TRÁFICO,-3.7676684022456217,-38.54736376907468,2026-03-26 14:04:38.087 -0300
M20260231125,PORTE ILEGAL DE ARMA,-3.734992416802224,-38.53449385941069,2026-03-26 14:04:38.091 -0300
M20260231137,FURTO,-3.737378580277043,-38.58506932815281,2026-03-26 14:04:38.095 -0300
M20260231146,FURTO DE VEÍCULO,-3.739180501134368,-38.54906939990754,2026-03-26 14:04:38.099 -0300
M20260231149,FURTO,-6.40017721282479,-38.856867445006785,2026-03-26 14:04:38.103 -0300
M20260231192,GRUPO CRIMINOSO,-3.8134220263235177,-38.43621814192301,2026-03-26 14:04:38.108 -0300
M20260231199,HOMICÍDIO,-5.06188613339267,-38.064951593540336,2026-03-26 14:04:38.112 -0300
M20260231213,PORTE ILEGAL DE ARMA,-4.044524029117051,-40.864814963443365,2026-03-26 14:04:38.119 -0300
M20260231230,GRUPO CRIMINOSO,-6.358405683109188,-39.29774088517594,2026-03-26 14:04:38.124 -0300
M20260231231,LESÃO CORPORAL,-3.7488445925467255,-38.5602550166176,2026-03-26 14:04:38.129 -0300
M20260231235,TRÁFICO,-3.750844016479871,-38.52677641928541,2026-03-26 14:04:38.136 -0300
M20260231240,IMPORTUNAÇÃO SEXUAL,-3.7885807299785514,-38.54466859862938,2026-03-26 14:04:38.142 -0300
M20260231241,DANOS/DEPREDAÇÃO,-3.767350023020161,-38.635963125640664,2026-03-26 14:04:38.149 -0300
M20260231246,FURTO DE VEÍCULO,-3.7836416678953593,-38.58236312175319,2026-03-26 14:04:38.154 -0300
M20260231249,FURTO DE VEÍCULO,-3.7863624366987123,-38.58476174737705,2026-03-26 14:04:38.159 -0300
M20260231260,PORTE ILEGAL DE ARMA,-3.920577487029473,-40.888839229716034,2026-03-26 14:04:38.163 -0300
M20260231264,TRÁFICO,-3.894589593102837,-38.679218181063,2026-03-26 14:04:38.168 -0300
M20260231272,TRÁFICO,-3.7676684022456217,-38.54736376907468,2026-03-26 14:04:38.173 -0300
M20260231283,FURTO,-4.557319065862813,-37.75736719797135,2026-03-26 14:04:38.182 -0300
M20260231297,ROUBO DE VEÍCULO,-5.24851709990086,-39.52750806581733,2026-03-26 14:04:38.191 -0300
M20260231325,LESÃO CORPORAL,-7.247361736579565,-39.298614047671755,2026-03-26 14:04:38.198 -0300
M20260231334,FURTO DE VEÍCULO,-3.75065120421954,-38.549609361335364,2026-03-26 14:04:38.203 -0300
M20260231339,GRUPO CRIMINOSO,-3.786666173693762,-38.49315478104569,2026-03-26 14:04:38.209 -0300
M20260231345,TRÁFICO,-3.767507301308779,-38.573484501661746,2026-03-26 14:04:38.214 -0300
M20260231354,PORTE ILEGAL DE ARMA,-3.268266695821181,-39.27000970519367,2026-03-26 14:04:38.219 -0300
M20260231367,TRÁFICO,-3.8079008404656514,-38.54286506574535,2026-03-26 14:04:38.225 -0300
M20260231371,TRÁFICO,-3.7136162158992434,-38.47255386567551,2026-03-26 14:04:38.230 -0300
M20260231376,PORTE ILEGAL DE ARMA,-3.7676684022456217,-38.54736376907468,2026-03-26 14:04:38.236 -0300
M20260231377,ROUBO,-5.145246385340168,-38.09387898110196,2026-03-26 14:04:38.242 -0300
M20260231389,DISPARO DE ARMA,-3.714316472384199,-38.553082378587305,2026-03-26 14:04:38.247 -0300
M20260231391,DISPARO DE ARMA,-3.714316472384199,-38.553082378587305,2026-03-26 14:04:38.253 -0300
M20260231395,FURTO,-7.233100195484019,-39.40845863853413,2026-03-26 14:04:38.259 -0300
M20260231397,IMPORTUNAÇÃO SEXUAL,-3.6819372761341254,-40.35676192063817,2026-03-26 14:04:38.266 -0300
M20260231423,TRÁFICO,-4.032777427555671,-38.2991826291177,2026-03-26 14:04:38.272 -0300
M20260231437,TRÁFICO,-2.888915697898309,-40.853401742762536,2026-03-26 14:04:38.278 -0300
M20260231440,ROUBO,-3.7861192293297194,-38.54828218797766,2026-03-26 14:04:38.282 -0300
M20260231443,TRÁFICO,-3.4943311775477333,-39.580068427683656,2026-03-26 14:04:38.286 -0300
M20260231445,FURTO,-3.814031185331555,-38.53377288141737,2026-03-26 14:04:38.291 -0300
M20260231446,TRÁFICO,-3.8309068599837293,-38.51198388635182,2026-03-26 14:04:38.295 -0300
M20260231460,DISPARO DE ARMA,-3.79989565392551,-38.53491453484539,2026-03-26 14:04:38.300 -0300
M20260231475,TRÁFICO,-3.764254056192197,-38.55144649713933,2026-03-26 14:04:38.308 -0300
M20260231479,PORTE ILEGAL DE ARMA,-3.766813284713961,-38.441377845767356,2026-03-26 14:04:38.314 -0300
M20260231485,TRÁFICO,-3.7293867184476293,-38.57446844291957,2026-03-26 14:04:38.320 -0300
M20260231487,LESÃO CORPORAL,-3.767605143757494,-38.6582209490854,2026-03-26 14:04:38.325 -0300
M20260231503,PORTE ILEGAL DE ARMA,-3.6753340429306136,-39.24167278557327,2026-03-26 14:04:38.330 -0300
M20260231509,ROUBO,-3.7668522709067953,-38.488641891237044,2026-03-26 14:04:38.334 -0300
M20260231513,FURTO,-3.7237012435170405,-38.58238781293466,2026-03-26 14:04:38.341 -0300
M20260231527,DISPARO DE ARMA,-3.7997302877737584,-38.53879247850575,2026-03-26 14:04:38.347 -0300
M20260231532,ROUBO,-3.718498224411585,-38.541532508154646,2026-03-26 14:04:38.352 -0300
M20260231533,PORTE ILEGAL DE ARMA,-3.708274486373891,-38.56156345861533,2026-03-26 14:04:38.358 -0300
M20260231534,TRÁFICO,-3.7031742758059782,-38.64230449683846,2026-03-26 14:04:38.365 -0300
M20260231536,ROUBO,-3.764881769178053,-38.49083268637379,2026-03-26 14:04:38.372 -0300
M20260231540,TRÁFICO,-3.728285138946942,-38.46633094853145,2026-03-26 14:04:38.379 -0300
M20260231543,PORTE ILEGAL DE ARMA,-3.8886173548625966,-38.45433986440806,2026-03-26 14:04:38.387 -0300
M20260231544,ROUBO,-3.727633014834261,-38.53918134059919,2026-03-26 14:04:38.393 -0300
M20260231553,TRÁFICO,-3.767863201749277,-38.54689221458131,2026-03-26 14:04:38.398 -0300
M20260231563,ROUBO DE VEÍCULO,-3.7585025537691426,-38.523853825101114,2026-03-26 14:04:38.405 -0300
M20260231567,ROUBO DE VEÍCULO,-3.757988201569305,-38.523758193601736,2026-03-26 14:04:38.410 -0300
M20260231569,ROUBO DE VEÍCULO,-3.7585388475741572,-38.52388469489552,2026-03-26 14:04:38.414 -0300
M20260231571,DISPARO DE ARMA,-3.758487442975407,-38.523848429889014,2026-03-26 14:04:38.419 -0300
M20260231570,ROUBO DE VEÍCULO,-3.757988201569305,-38.523758193601736,2026-03-26 14:04:38.423 -0300
M20260231577,TRÁFICO,-3.787443474635029,-38.58167927238899,2026-03-26 14:04:38.428 -0300
M20260231579,ROUBO DE VEÍCULO,-4.82408057220394,-38.990444738156356,2026-03-26 14:04:38.432 -0300
M20260231585,ROUBO,-3.7247904362971678,-38.538254908099,2026-03-26 14:04:38.436 -0300
M20260231617,GRUPO CRIMINOSO,-3.694227019102386,-40.357218184683724,2026-03-26 14:04:38.440 -0300
M20260231623,PORTE ILEGAL DE ARMA,-3.465747766480805,-39.4207106062589,2026-03-26 14:04:38.445 -0300
M20260231622,TRÁFICO,-3.019603258687694,-41.134130541344945,2026-03-26 14:04:38.449 -0300
M20260231630,FURTO DE VEÍCULO,-3.731913052695965,-38.54625692936776,2026-03-26 14:04:38.453 -0300
M20260231631,DISPARO DE ARMA,-3.8202846677337075,-38.561002089584555,2026-03-26 14:04:38.459 -0300
M20260231632,FURTO DE VEÍCULO,-3.731913052695965,-38.54625692936776,2026-03-26 14:04:38.463 -0300
M20260231668,PORTE ILEGAL DE ARMA,-3.730665220843174,-40.99867103583535,2026-03-26 14:04:38.468 -0300
M20260231669,PORTE ILEGAL DE ARMA,-3.749568981771785,-38.589823533900564,2026-03-26 14:04:38.472 -0300
M20260231680,PORTE ILEGAL DE ARMA,-3.6949798332016774,-40.34462795206785,2026-03-26 14:04:38.477 -0300
M20260231688,FURTO DE VEÍCULO,-3.728005182423583,-38.494174985659825,2026-03-26 14:04:38.483 -0300
M20260231691,PORTE ILEGAL DE ARMA,-4.560823589596952,-37.76854930290939,2026-03-26 14:04:38.488 -0300
M20260231695,TRÁFICO,-3.7508340766901975,-38.580142024868934,2026-03-26 14:04:38.493 -0300
M20260231696,IMPORTUNAÇÃO SEXUAL,-6.369069408923044,-39.30756769895541,2026-03-26 14:04:38.501 -0300
M20260231705,TRÁFICO,-3.832049181624302,-38.57455177591146,2026-03-26 14:04:38.509 -0300
M20260231710,FURTO EM VEÍCULO,-3.735791082523641,-38.573247005394585,2026-03-26 14:04:38.517 -0300
M20260231714,SEQUESTRO,-4.314093847420727,-38.74224365614685,2026-03-26 14:04:38.523 -0300
M20260231716,SEQUESTRO,-4.314093847420727,-38.74224365614685,2026-03-26 14:04:38.529 -0300
M20260231722,FURTO,-3.1164934665115087,-40.83062427552708,2026-03-26 14:04:38.535 -0300
M20260231729,FURTO,-3.791520151772179,-38.48030692435767,2026-03-26 14:04:38.541 -0300
M20260231734,TRÁFICO,-2.923856828668923,-39.91260870257992,2026-03-26 14:04:38.548 -0300
M20260231741,TRÁFICO,-3.8118065873493845,-38.637044396621945,2026-03-26 14:04:38.554 -0300
M20260231745,LESÃO CORPORAL,-3.73207176514988,-38.478681375394395,2026-03-26 14:04:38.560 -0300
M20260231752,FURTO,-7.225457387189768,-39.37841364847116,2026-03-26 14:04:38.565 -0300
M20260231755,ROUBO,-3.682490153211861,-40.36385011966147,2026-03-26 14:04:38.572 -0300
M20260231767,DISPARO DE ARMA,-3.807354793122608,-38.610827934896136,2026-03-26 14:04:38.577 -0300
M20260231791,TRÁFICO,-7.212355239433453,-39.301869262703114,2026-03-26 14:04:38.584 -0300
M20260231807,FURTO DE VEÍCULO,-3.828681552712222,-38.57217708301214,2026-03-26 14:04:38.591 -0300
M20260231808,FURTO DE VEÍCULO,-3.828681552712222,-38.57217708301214,2026-03-26 14:04:38.598 -0300
M20260231809,FURTO,-3.7663888982648106,-38.62116155009251,2026-03-26 14:04:38.605 -0300
M20260231813,FURTO DE VEÍCULO,-3.838082247028401,-38.575518619851714,2026-03-26 14:04:38.611 -0300
M20260231814,LESÃO CORPORAL,-3.6296669745253425,-39.494896639843226,2026-03-26 14:04:38.618 -0300
M20260231833,ROUBO DE VEÍCULO,-3.6833514034601302,-40.33635025387982,2026-03-26 14:04:38.623 -0300
M20260231834,FURTO DE VEÍCULO,-3.828681552712222,-38.57217708301214,2026-03-26 14:04:38.629 -0300
M20260231835,FURTO,-3.726354671145984,-38.46213772894781,2026-03-26 14:04:38.635 -0300
M20260231837,TRÁFICO,-3.8430312438257843,-38.60390085412679,2026-03-26 14:04:38.641 -0300
M20260231839,FURTO DE VEÍCULO,-3.4276184245233305,-39.03534108274585,2026-03-26 14:04:38.647 -0300
M20260231842,PORTE ILEGAL DE ARMA,-3.373359534702502,-39.630851025352946,2026-03-26 14:04:38.652 -0300
M20260231854,PORTE ILEGAL DE ARMA,-3.7630555491902613,-38.63621139956855,2026-03-26 14:04:38.657 -0300
M20260231858,TRÁFICO,-3.728547577490807,-38.52450803509448,2026-03-26 14:04:38.662 -0300
M20260231876,ROUBO,-3.4943311775477333,-39.580068427683656,2026-03-26 14:04:38.667 -0300
M20260231885,TRÁFICO,-3.728625500843931,-38.52540213682593,2026-03-26 14:04:38.671 -0300
M20260231893,LESÃO CORPORAL,-5.390189045011426,-40.30195225095724,2026-03-26 14:04:38.677 -0300
M20260231900,ROUBO,-3.7130643574398334,-38.465470570746525,2026-03-26 14:04:38.682 -0300
M20260231929,PORTE ILEGAL DE ARMA,-3.7289157137971753,-38.526736488239855,2026-03-26 14:04:38.687 -0300
M20260231934,PORTE ILEGAL DE ARMA,-3.7294851811203173,-38.526871714735776,2026-03-26 14:04:38.693 -0300
M20260231945,TRÁFICO,-3.7086744741183963,-38.55999824497689,2026-03-26 14:04:38.698 -0300
M20260231948,LESÃO CORPORAL,-4.810588190767019,-39.039496380980786,2026-03-26 14:04:38.703 -0300
M20260231965,ROUBO DE VEÍCULO,-3.799163548708456,-40.26325061263664,2026-03-26 14:04:38.708 -0300
M20260232011,TRÁFICO,-3.734539344279254,-38.58770315224627,2026-03-26 14:04:38.713 -0300
M20260232021,FURTO,-3.738936553644951,-38.540112830200705,2026-03-26 14:04:38.718 -0300
M20260232042,PORTE ILEGAL DE ARMA,-3.805534824716551,-38.46765983702223,2026-03-26 14:04:38.723 -0300
M20260232053,ROUBO,-3.740124252804413,-38.50845917359955,2026-03-26 14:04:38.729 -0300
M20260232054,PORTE ILEGAL DE ARMA,-3.697539053995649,-40.340515591025756,2026-03-26 14:04:38.734 -0300
M20260232055,TRÁFICO,-3.8902005742936447,-38.683792179064056,2026-03-26 14:04:38.738 -0300
M20260232059,LESÃO CORPORAL,-3.7084195533138518,-38.56807812258238,2026-03-26 14:04:38.743 -0300
M20260232067,FURTO,-3.7379669324479905,-38.4847559187447,2026-03-26 14:04:38.748 -0300
M20260232071,PORTE ILEGAL DE ARMA,-3.8239286758947384,-38.4769138220967,2026-03-26 14:04:38.752 -0300
M20260232073,TRÁFICO,-3.728547577490807,-38.52450803509448,2026-03-26 14:04:38.756 -0300
M20260232075,ROUBO,-6.3577195689830575,-39.29579513247548,2026-03-26 14:04:38.761 -0300
M20260232084,PORTE ILEGAL DE ARMA,-3.817005331643495,-40.68510942807674,2026-03-26 14:04:38.766 -0300
M20260232089,TRÁFICO,-3.7347191660570584,-38.51231082754558,2026-03-26 14:04:38.770 -0300
M20260232101,TRÁFICO,-3.8242034538463825,-39.51226824552626,2026-03-26 14:04:38.777 -0300
M20260232121,TRÁFICO,-3.7255791941647933,-38.53547679417925,2026-03-26 14:04:38.781 -0300
M20260232122,TRÁFICO,-3.788253558585705,-38.547335089719766,2026-03-26 14:04:38.786 -0300
M20260232137,TRÁFICO,-3.729512338119604,-38.47508309822949,2026-03-26 14:04:38.790 -0300
M20260232142,PORTE ILEGAL DE ARMA,-3.726571792823799,-38.49613256907201,2026-03-26 14:04:38.796 -0300
M20260232149,ROUBO,-3.764203986881567,-38.480873603050775,2026-03-26 14:04:38.802 -0300
M20260232152,PORTE ILEGAL DE ARMA,-3.5979954214964533,-39.43454682125215,2026-03-26 14:04:38.807 -0300
M20260232156,ROUBO,-3.79151855696663,-38.45873850193231,2026-03-26 14:04:38.813 -0300
M20260232163,PORTE ILEGAL DE ARMA,-3.790524482172829,-38.54140983019295,2026-03-26 14:04:38.818 -0300
M20260232178,GRUPO CRIMINOSO,-3.7579343900827764,-38.50753308310608,2026-03-26 14:04:38.823 -0300
M20260232182,LESÃO CORPORAL,-7.209006486788053,-39.27628067349296,2026-03-26 14:04:38.829 -0300
M20260232201,ROUBO DE VEÍCULO,-3.7556135165262425,-40.555161853213185,2026-03-26 14:04:38.835 -0300
M20260232204,FURTO,-3.831638594226884,-38.572098969333545,2026-03-26 14:04:38.841 -0300
M20260232208,PORTE ILEGAL DE ARMA,-7.213501805725399,-39.31181244989537,2026-03-26 14:04:38.847 -0300
M20260232216,TRÁFICO,-3.3733595347611143,-39.63085093533603,2026-03-26 14:04:38.853 -0300
M20260232228,TENTATIVA DE HOMICÍDIO,-3.7673447394042574,-38.53021538525575,2026-03-26 14:04:38.864 -0300
M20260232234,ROUBO DE VEÍCULO,-3.606882361775119,-38.96808340630002,2026-03-26 14:04:38.870 -0300
M20260232247,GRUPO CRIMINOSO,-3.739949968576753,-38.58383660879512,2026-03-26 14:04:38.875 -0300
M20260232258,DISPARO DE ARMA,-3.74706424893526,-38.508123719808914,2026-03-26 14:04:38.880 -0300
M20260232264,ROUBO,-6.607122566674634,-39.05828840956351,2026-03-26 14:04:38.885 -0300
M20260232280,ROUBO,-3.711401740141931,-38.56613478211385,2026-03-26 14:04:38.891 -0300
M20260232310,ROUBO,-3.7348694029801295,-38.511450817026244,2026-03-26 14:04:38.897 -0300
M20260232319,PORTE ILEGAL DE ARMA,-3.7231821294205423,-38.47000284811699,2026-03-26 14:04:38.901 -0300
M20260232325,ROUBO DE VEÍCULO,-3.711575086025662,-38.549573516661745,2026-03-26 14:04:38.907 -0300
M20260232328,PORTE ILEGAL DE ARMA,-3.795443795929631,-38.58146000059772,2026-03-26 14:04:38.912 -0300
M20260232329,ROUBO,-3.7348694029801295,-38.511450817026244,2026-03-26 14:04:38.917 -0300
M20260232331,ROUBO,-3.7348694029801295,-38.511450817026244,2026-03-26 14:04:38.921 -0300
M20260232335,ROUBO,-3.8258628179462635,-38.5648733657872,2026-03-26 14:04:38.926 -0300
M20260232342,ROUBO,-3.685645269095332,-40.34645525096057,2026-03-26 14:04:38.929 -0300
M20260232354,ROUBO,-3.685645269095332,-40.34645525096057,2026-03-26 14:04:38.933 -0300
M20260232357,TRÁFICO,-3.8757736898770854,-38.62194833284014,2026-03-26 14:04:38.937 -0300
M20260232387,DISPARO DE ARMA,-3.711186558443865,-38.58461187778955,2026-03-26 14:04:38.941 -0300
M20260232405,FURTO,-3.729879137749396,-38.53682300670498,2026-03-26 14:04:38.945 -0300
M20260232416,HOMICÍDIO,-4.134195044302001,-38.253094415936864,2026-03-26 14:04:38.950 -0300
M20260232435,PORTE ILEGAL DE ARMA,-4.943303920990605,-37.97794606471498,2026-03-26 14:04:38.953 -0300
M20260232468,PORTE ILEGAL DE ARMA,-3.8421331422049754,-38.53166716999097,2026-03-26 14:04:38.958 -0300
M20260232498,DISPARO DE ARMA,-3.817457555885159,-38.528914928855976,2026-03-26 14:04:38.963 -0300
M20260232504,PORTE ILEGAL DE ARMA,-7.073930972784445,-40.37123775570209,2026-03-26 14:04:38.967 -0300
M20260232519,PORTE ILEGAL DE ARMA,-3.735007874736041,-38.58521777200444,2026-03-26 14:04:38.972 -0300
M20260232536,LESÃO CORPORAL,-7.23607780644506,-39.33550679545357,2026-03-26 14:04:38.979 -0300
M20260232556,LESÃO CORPORAL,-5.188335310208684,-39.27790436089715,2026-03-26 14:04:38.984 -0300
M20260232571,ROUBO,-4.032561544047115,-40.86339191470399,2026-03-26 14:04:38.988 -0300
M20260232578,TENTATIVA DE HOMICÍDIO,-4.059098986735927,-38.29509049777443,2026-03-26 14:04:38.992 -0300
M20260232594,LESÃO CORPORAL,-3.696047239899187,-40.340230479627046,2026-03-26 14:04:38.996 -0300
M20260232605,PORTE ILEGAL DE ARMA,-3.5979954214964533,-39.43454682125215,2026-03-26 14:04:39.000 -0300
M20260232608,DISPARO DE ARMA,-3.730416978455324,-38.46964803091591,2026-03-26 14:04:39.005 -0300
M20260232618,FURTO,-3.68970218927607,-40.3505922900938,2026-03-26 14:04:39.009 -0300
M20260232632,GRUPO CRIMINOSO,-3.8472301008132836,-38.618779429607905,2026-03-26 14:04:39.013 -0300
M20260232640,PORTE ILEGAL DE ARMA,-7.2501265197323015,-39.298138300291335,2026-03-26 14:04:39.018 -0300
M20260232642,PORTE ILEGAL DE ARMA,-3.4686006861748866,-39.404312279878354,2026-03-26 14:04:39.022 -0300
M20260232656,TRÁFICO,-3.967462484174157,-38.59384492972818,2026-03-26 14:04:39.027 -0300
M20260232677,FURTO,-3.8101029782396867,-38.52211753099375,2026-03-26 14:04:39.031 -0300
M20260232692,TRÁFICO,-5.2596506404849945,-38.12573020302696,2026-03-26 14:04:39.035 -0300
M20260232715,LESÃO CORPORAL,-3.724861371413614,-40.982635196690296,2026-03-26 14:04:39.039 -0300
M20260232741,PORTE ILEGAL DE ARMA,-7.2449632652440235,-39.158249520848145,2026-03-26 14:04:39.044 -0300
M20260232744,ROUBO DE VEÍCULO,-3.9277602561425535,-40.88947836999268,2026-03-26 14:04:39.048 -0300
M20260232752,ROUBO,-4.162163473897075,-40.94115358393855,2026-03-26 14:04:39.052 -0300
M20260232771,ESTUPRO,-3.7564391385208253,-38.61643187429958,2026-03-26 14:04:39.056 -0300
M20260232776,PORTE ILEGAL DE ARMA,-3.6887665119373527,-39.590837833437604,2026-03-26 14:04:39.060 -0300
M20260232835,PORTE ILEGAL DE ARMA,-7.2289198641733385,-39.4187018834244,2026-03-26 14:04:39.065 -0300
M20260232853,TRÁFICO,-3.722448871826905,-38.47415929422834,2026-03-26 14:04:53.413 -0300
M20260232869,DISPARO DE ARMA,-3.829146815893296,-38.5160619889235,2026-03-26 14:04:53.419 -0300
M20260232872,ROUBO,-3.782358570006472,-38.580851989882305,2026-03-26 14:04:53.423 -0300
M20260232892,TRÁFICO,-3.748928092251003,-38.57152363242167,2026-03-26 14:04:53.427 -0300
M20260232910,DISPARO DE ARMA,-4.034108652262177,-40.86358614849862,2026-03-26 14:04:53.431 -0300
M20260232938,TRÁFICO,-3.787995681266624,-38.60019484215926,2026-03-26 14:04:53.436 -0300
M20260232942,FURTO,-3.6507665851520428,-38.72603040601306,2026-03-26 14:04:53.440 -0300
M20260232953,FURTO,-3.7305089203291506,-38.515487275789795,2026-03-26 14:04:53.445 -0300
M20260233017,FURTO DE VEÍCULO,-4.3302080842572614,-40.7165261794915,2026-03-26 14:04:53.449 -0300
M20260233021,DANOS/DEPREDAÇÃO,-3.758792755447461,-38.47869474309258,2026-03-26 14:04:53.453 -0300
M20260233032,TRÁFICO,-3.8147723392830084,-38.61841462634843,2026-03-26 14:04:53.458 -0300
M20260233047,DISPARO DE ARMA,-3.731739560869236,-38.470209800839086,2026-03-26 14:04:53.463 -0300
M20260233060,PORTE ILEGAL DE ARMA,-3.7944041447932597,-38.46865938843102,2026-03-26 14:04:53.468 -0300
M20260233074,TRÁFICO,-3.724290339383212,-38.47589432610168,2026-03-26 14:04:53.473 -0300
M20260233086,IMPORTUNAÇÃO SEXUAL,-3.7329894166397755,-38.50771209447133,2026-03-26 14:04:53.478 -0300
M20260233089,PORTE ILEGAL DE ARMA,-4.3309438926167285,-38.87864058478809,2026-03-26 14:04:53.482 -0300
M20260233090,TRÁFICO,-7.589476716150144,-39.27436747825733,2026-03-26 14:04:53.487 -0300
M20260233117,FURTO,-7.224133971833447,-39.322263743828664,2026-03-26 14:04:53.491 -0300
M20260233127,DISPARO DE ARMA,-3.7890496926932475,-38.54258769317006,2026-03-26 14:04:53.494 -0300
M20260233141,PORTE ILEGAL DE ARMA,-3.7549950705778263,-38.561543987729415,2026-03-26 14:04:53.498 -0300
M20260233156,DISPARO DE ARMA,-3.8170299310914477,-38.509897867330054,2026-03-26 14:04:53.502 -0300
M20260233157,PORTE ILEGAL DE ARMA,-3.7582975791552036,-38.564115815213825,2026-03-26 14:04:53.506 -0300
M20260233179,TRÁFICO,-4.219582249710401,-38.71639321894669,2026-03-26 14:04:53.510 -0300
M20260233198,FURTO,-3.758270811263679,-38.54125816086834,2026-03-26 14:04:53.519 -0300
