hex_id,janela_tempo,contagem_bruta,score_risco_total,hora,dia_semana,hora_sin,hora_cos,dia_sin,dia_cos,peso_cobertura
8980020ca6fffff,2026-04-04 06:00:00,1,5.0,6,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0
8980020ca87ffff,2026-03-26 12:00:00,1,8.0,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0
8980020ca8bffff,2026-03-30 00:00:00,1,1.0,0,0,0.0,1.0,0.0,1.0,0.0
8980020ca8bffff,2026-04-05 00:00:00,1,1.0,0,6,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0
8980020ca8bffff,2026-04-05 12:00:00,1,1.0,12,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0
8980020ca8bffff,2026-04-07 12:00:00,1,6.0,12,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0
8980020ca8fffff,2026-02-24 18:00:00,1,6.0,18,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.0
8980020ca8fffff,2026-03-17 06:00:00,1,6.0,6,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0
8980020ca8fffff,2026-03-27 18:00:00,1,1.0,18,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0
8980020ca8fffff,2026-03-28 00:00:00,1,1.0,0,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.0
8980020ca8fffff,2026-04-04 18:00:00,1,1.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0
8980020ca8fffff,2026-04-09 00:00:00,1,8.5,0,3,0.0,1.0,0.43388373911755823,-0.900968867902419,0.0
8980020ca93ffff,2026-03-29 12:00:00,1,8.0,12,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0
8980020ca93ffff,2026-04-01 06:00:00,1,1.0,6,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.0
8980020cabbffff,2026-02-19 06:00:00,1,8.5,6,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0
8980020cabbffff,2026-02-23 18:00:00,1,6.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0
8980020cac7ffff,2026-02-19 06:00:00,1,8.0,6,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0
8980020ccb7ffff,2026-02-19 06:00:00,2,12.0,6,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0
8980020ccb7ffff,2026-03-29 00:00:00,1,1.0,0,6,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0
8980020ce73ffff,2026-04-02 18:00:00,1,2.0,18,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0
8980020d903ffff,2026-03-12 12:00:00,1,6.0,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0
8980020d903ffff,2026-03-31 18:00:00,1,8.5,18,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.0
8980020d903ffff,2026-04-01 00:00:00,2,2.0,0,2,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.0
8980020d903ffff,2026-04-04 18:00:00,1,1.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0
8980020d903ffff,2026-04-09 00:00:00,1,1.0,0,3,0.0,1.0,0.43388373911755823,-0.900968867902419,0.0
8980020d907ffff,2026-03-29 00:00:00,1,1.0,0,6,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0
8980020d90fffff,2026-03-29 00:00:00,1,8.5,0,6,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0
8980020d913ffff,2026-04-09 06:00:00,1,2.0,6,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0
8980020d933ffff,2026-03-27 00:00:00,1,1.0,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.0
8980020d96bffff,2026-03-28 18:00:00,1,8.5,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0
8980020d97bffff,2026-02-25 18:00:00,1,6.0,18,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.0
8980020d97bffff,2026-04-09 18:00:00,1,1.0,18,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0
8980020d987ffff,2026-02-19 06:00:00,1,8.5,6,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0
8980020d987ffff,2026-02-19 18:00:00,1,6.0,18,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0
8980020d987ffff,2026-02-28 12:00:00,1,6.0,12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.0
8980020d987ffff,2026-03-01 18:00:00,1,6.0,18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0
8980020d987ffff,2026-03-02 06:00:00,1,6.0,6,0,1.0,6.123233995736766e-17,0.0,1.0,0.0
8980020d987ffff,2026-03-27 18:00:00,2,2.0,18,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0
8980020d987ffff,2026-03-28 18:00:00,2,2.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0
8980020d987ffff,2026-03-29 00:00:00,1,1.0,0,6,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0
8980020d987ffff,2026-04-02 18:00:00,1,1.0,18,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0
8980020d987ffff,2026-04-03 12:00:00,1,8.5,12,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0
8980020d98bffff,2026-02-21 00:00:00,1,8.5,0,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.0
8980020d98bffff,2026-03-26 12:00:00,1,6.0,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0
8980020d98fffff,2026-02-28 18:00:00,1,6.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0
8980020d997ffff,2026-03-15 18:00:00,2,17.0,18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0
8980020d997ffff,2026-03-26 12:00:00,1,6.0,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0
8980020d997ffff,2026-03-29 06:00:00,1,8.5,6,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0
8980020d9a3ffff,2026-03-26 12:00:00,1,8.0,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0
8980020d9afffff,2026-03-29 06:00:00,1,1.0,6,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0
8980020d9b7ffff,2026-04-02 12:00:00,1,3.0,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0
8980020d9b7ffff,2026-04-07 00:00:00,1,1.0,0,1,0.0,1.0,0.7818314824680298,0.6234898018587336,0.0
8980020dd07ffff,2026-04-04 18:00:00,1,1.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0
8980020dd27ffff,2026-03-30 18:00:00,1,1.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0
8980020dd2fffff,2026-04-02 18:00:00,1,8.5,18,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0
8980020dd2fffff,2026-04-09 18:00:00,1,1.0,18,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0
8980020dd33ffff,2026-03-26 12:00:00,1,7.0,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0
