"ocorrencia","tipo_desc","latitude","longitude","created_at"
M20260294905,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.218499874365051,-39.32027724665578,2026-04-15 22:00:29.475 -0300
M20260294901,FURTO,-3.777597682291742,-38.5692746213909,2026-04-15 22:00:29.478 -0300
M20260294931,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.887526581961793,-38.62286949031232,2026-04-15 22:10:29.088 -0300
M20260294930,TRÁFICO,-3.8451486626009994,-38.61065182200546,2026-04-15 22:10:29.093 -0300
M20260294929,CONSUMO DE ENTORPECENTES,-7.2166271056808755,-39.31446085326161,2026-04-15 22:10:29.096 -0300
M20260294927,MARIA DA PENHA,-3.118083172941201,-40.830027391671656,2026-04-15 22:10:29.100 -0300
M20260294925,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.567542235845813,-41.089330349028124,2026-04-15 22:10:29.104 -0300
M20260294924,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.340119762414401,-39.30706797838598,2026-04-15 22:10:29.108 -0300
M20260294918,MARIA DA PENHA,-4.847098833092715,-39.57684146260265,2026-04-15 22:10:29.111 -0300
M20260294917,PERTURBAÇÃO AO SOSSEGO ALHEIO,-5.755997456518601,-39.62773380180947,2026-04-15 22:10:29.115 -0300
M20260294950,PERTURBAÇÃO AO SOSSEGO ALHEIO,-2.89323702557582,-40.44958177085189,2026-04-15 22:20:30.165 -0300
M20260294949,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.672374937885636,-39.11575563297339,2026-04-15 22:20:30.199 -0300
M20260294948,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.736936576984637,-38.59397952413835,2026-04-15 22:20:30.204 -0300
M20260294946,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.831638594226884,-38.572098969333545,2026-04-15 22:20:30.208 -0300
M20260294945,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7679485127376617,-38.63521538690321,2026-04-15 22:20:30.212 -0300
M20260294944,PERTURBAÇÃO AO SOSSEGO ALHEIO,-6.043237670438228,-38.46040590808765,2026-04-15 22:20:30.216 -0300
M20260294943,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.8378734369867935,-38.559975570040834,2026-04-15 22:20:30.220 -0300
M20260294942,EMBRIAGUEZ E DESORDEM,-7.202383199617522,-39.30567338466698,2026-04-15 22:20:30.223 -0300
M20260294972,MARIA DA PENHA,-5.187478442841317,-39.2942633171815,2026-04-15 22:30:29.628 -0300
M20260294971,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7205682594743945,-38.5886665690162,2026-04-15 22:30:29.665 -0300
M20260294970,MARIA DA PENHA,-3.822509431405647,-38.59115503084402,2026-04-15 22:30:29.669 -0300
M20260294969,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.308969858379898,-39.30313972972843,2026-04-15 22:30:29.672 -0300
M20260294967,PERTURBAÇÃO AO SOSSEGO ALHEIO,-5.099408101633809,-38.37090368115603,2026-04-15 22:30:29.676 -0300
M20260294965,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.967063237006038,-39.00342035410039,2026-04-15 22:30:29.680 -0300
M20260294964,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7754528964615326,-40.343368385537644,2026-04-15 22:30:29.684 -0300
M20260294963,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.236722070680624,-39.42526303376451,2026-04-15 22:30:29.687 -0300
M20260294961,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.8872998289322838,-38.61975933694635,2026-04-15 22:30:29.691 -0300
M20260294959,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.321445532721037,-39.295654343545266,2026-04-15 22:30:29.694 -0300
M20260294991,MARIA DA PENHA,-3.1288663930995186,-40.82665062996304,2026-04-15 22:40:29.092 -0300
M20260294990,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.767527513638585,-38.61661632934413,2026-04-15 22:40:29.097 -0300
M20260294988,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.743191127908486,-38.48381422780379,2026-04-15 22:40:29.101 -0300
M20260294986,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.781694513970318,-38.517781580753216,2026-04-15 22:40:29.104 -0300
M20260294985,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.1747509004747485,-38.466885803421754,2026-04-15 22:40:29.108 -0300
M20260294984,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.760555185275573,-38.57845285107937,2026-04-15 22:40:29.112 -0300
M20260294983,ROUBO,-5.205702433803752,-39.31118875717519,2026-04-15 22:40:29.115 -0300
M20260295005,PERTURBAÇÃO AO SOSSEGO ALHEIO,-6.6823630487118795,-39.756436882207026,2026-04-15 22:50:28.401 -0300
M20260295003,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.309758123178515,-38.94972738901803,2026-04-15 22:50:28.438 -0300
M20260295002,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.8672514956972055,-38.65029127463855,2026-04-15 22:50:28.441 -0300
M20260295001,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.866520635364644,-38.498874785350544,2026-04-15 22:50:28.445 -0300
M20260295023,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.851340413959342,-38.616843491717546,2026-04-15 23:00:28.432 -0300
M20260295021,PERTURBAÇÃO AO SOSSEGO ALHEIO,-5.190118345889608,-39.282038034614494,2026-04-15 23:00:28.467 -0300
M20260295020,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.242531265102754,-39.33689342188007,2026-04-15 23:00:28.471 -0300
M20260295019,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.78560674732242,-38.56938279304683,2026-04-15 23:00:28.475 -0300
M20260295017,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.2492771661031785,-39.14513573462724,2026-04-15 23:00:28.478 -0300
M20260295015,PORTE ILEGAL DE ARMA,-3.5979954214964533,-39.43454682125215,2026-04-15 23:00:28.482 -0300
M20260295013,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.832886147131022,-38.49379114605057,2026-04-15 23:00:28.485 -0300
M20260295011,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.2245846061756605,-40.694825038685096,2026-04-15 23:00:28.489 -0300
M20260295012,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.854233682387305,-38.49870446788742,2026-04-15 23:00:28.493 -0300
M20260295035,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.776296507742063,-38.628681215404555,2026-04-15 23:10:30.006 -0300
M20260295033,EMBRIAGUEZ E DESORDEM,-7.31277801100682,-39.30489057283498,2026-04-15 23:10:30.043 -0300
M20260295032,PERTURBAÇÃO AO SOSSEGO ALHEIO,-6.748044386641317,-38.967915978797734,2026-04-15 23:10:30.047 -0300
M20260295030,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7568138121234207,-38.578954465345,2026-04-15 23:10:30.051 -0300
M20260295029,FURTO,-3.7816927775227667,-38.5354323745528,2026-04-15 23:10:30.055 -0300
M20260295049,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.692559530015145,-40.3502793476674,2026-04-15 23:20:30.091 -0300
M20260295047,PERTURBAÇÃO AO SOSSEGO ALHEIO,-5.744970578620807,-39.62934879035368,2026-04-15 23:20:30.134 -0300
M20260295046,LESÃO CORPORAL,-6.9037562080124255,-39.869258382306796,2026-04-15 23:20:30.138 -0300
M20260295044,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.829672018665847,-38.525987659787575,2026-04-15 23:20:30.144 -0300
M20260295043,EMBRIAGUEZ E DESORDEM,-7.203288253153707,-39.321088448088034,2026-04-15 23:20:30.149 -0300
M20260295042,DISPARO DE ARMA,-4.16570511820173,-40.937958736735574,2026-04-15 23:20:30.153 -0300
M20260295041,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.710058368984834,-38.58255632438936,2026-04-15 23:20:30.158 -0300
M20260295040,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7534578621939017,-38.53859545256892,2026-04-15 23:20:30.161 -0300
M20260295064,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.847913640156721,-38.51885274618994,2026-04-15 23:30:28.751 -0300
M20260295063,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.18286289681983,-38.47109493786352,2026-04-15 23:30:28.787 -0300
M20260295061,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.6289459793816965,-40.519573753905185,2026-04-15 23:30:28.791 -0300
M20260295060,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.832774001882289,-40.32093285256952,2026-04-15 23:30:28.795 -0300
M20260295056,PERTURBAÇÃO AO SOSSEGO ALHEIO,-2.9004620410619535,-40.84177822794925,2026-04-15 23:30:28.799 -0300
M20260295055,DISPARO DE ARMA,-3.8294069515579094,-38.51614371102944,2026-04-15 23:30:28.803 -0300
M20260295054,MARIA DA PENHA,-7.313008573444149,-39.30651035544083,2026-04-15 23:30:28.806 -0300
M20260295081,MARIA DA PENHA,-3.874212249127578,-38.60966682219395,2026-04-15 23:40:28.884 -0300
M20260295077,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.384486687793471,-38.772586838926685,2026-04-15 23:40:28.916 -0300
M20260295072,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.776147262910841,-38.61998213593181,2026-04-15 23:40:28.919 -0300
M20260295073,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.760392467363668,-38.59957759882873,2026-04-15 23:40:28.923 -0300
M20260295069,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7721426577326387,-38.590801018739626,2026-04-15 23:40:28.926 -0300
M20260295098,PORTE ILEGAL DE ARMA,-3.699434282051715,-40.34981106189682,2026-04-15 23:50:28.749 -0300
M20260295095,CONSUMO DE ENTORPECENTES,-3.7415939167074326,-38.61069870705044,2026-04-15 23:50:28.781 -0300
M20260295094,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.236722070680624,-39.42526303376451,2026-04-15 23:50:28.785 -0300
M20260295091,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.784719652960368,-38.50538081192707,2026-04-15 23:50:28.788 -0300
M20260295089,MARIA DA PENHA,-7.220115386178661,-39.31581570669518,2026-04-15 23:50:28.791 -0300
M20260295088,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.359924457766203,-39.30681030947933,2026-04-15 23:50:28.794 -0300
M20260295087,LESÃO CORPORAL,-7.208450170683635,-39.304889698169816,2026-04-15 23:50:28.797 -0300
M20260295086,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7039724567264836,-38.57305573200752,2026-04-15 23:50:28.800 -0300
M20260295117,MARIA DA PENHA,-3.8528288042848775,-40.91927033976163,2026-04-16 00:00:27.877 -0300
M20260295116,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7669593172942797,-38.64101505543314,2026-04-16 00:00:27.911 -0300
M20260295115,MARIA DA PENHA,-4.360937251684462,-39.30542927831309,2026-04-16 00:00:27.916 -0300
M20260295112,DISPARO DE ARMA,-3.736681970195862,-38.592352520492376,2026-04-16 00:00:27.920 -0300
M20260295110,PORTE ILEGAL DE ARMA,-3.742495185369154,-38.64810853277123,2026-04-16 00:00:27.923 -0300
M20260295109,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.495603364903729,-38.98174990604072,2026-04-16 00:00:27.927 -0300
M20260295108,MARIA DA PENHA,-3.4943311775477333,-39.580068427683656,2026-04-16 00:00:27.929 -0300
M20260295107,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7868066644337723,-38.48337967243116,2026-04-16 00:00:27.933 -0300
M20260295127,PERTURBAÇÃO AO SOSSEGO ALHEIO,-5.105005809444409,-39.71751802384875,2026-04-16 00:10:29.706 -0300
M20260295124,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.968437507850245,-39.01595233416611,2026-04-16 00:10:29.741 -0300
M20260295121,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7664610497595707,-38.51423910500085,2026-04-16 00:10:29.744 -0300
M20260295120,FURTO,-3.760305841342105,-38.584999983552564,2026-04-16 00:10:29.748 -0300
M20260295142,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.8352562890627473,-38.573960983163815,2026-04-16 00:20:30.333 -0300
M20260295139,PERTURBAÇÃO AO SOSSEGO ALHEIO,-6.7946028019896465,-39.30198955807566,2026-04-16 00:20:30.338 -0300
M20260295138,MARIA DA PENHA,-3.4527967931351906,-40.20018709200888,2026-04-16 00:20:30.342 -0300
M20260295137,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7291881864400858,-38.51989207538104,2026-04-16 00:20:30.346 -0300
M20260295134,DISPARO DE ARMA,-7.2199305180753415,-39.312754621767944,2026-04-16 00:20:30.350 -0300
M20260295136,PERTURBAÇÃO AO SOSSEGO ALHEIO,-5.162402974479881,-40.66716759683063,2026-04-16 00:20:30.354 -0300
M20260295133,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7218704710656363,-38.57206068709587,2026-04-16 00:20:30.356 -0300
M20260295132,MARIA DA PENHA,-7.308969858379898,-39.30313972972843,2026-04-16 00:20:30.359 -0300
M20260295152,MARIA DA PENHA,-3.2777572400003305,-39.26812323818222,2026-04-16 00:30:28.497 -0300
M20260295151,PORTE ILEGAL DE ARMA,-3.77433503419827,-38.553257097054384,2026-04-16 00:30:28.531 -0300
M20260295150,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.926535792914728,-37.96774159784389,2026-04-16 00:30:28.535 -0300
M20260295147,LESÃO CORPORAL,-6.3626732549809475,-39.30149620346673,2026-04-16 00:30:28.538 -0300
M20260295146,MARIA DA PENHA,-3.7277856723105973,-38.6616044671983,2026-04-16 00:30:28.541 -0300
M20260295166,DISPARO DE ARMA,-3.9946438197995353,-38.62190211973495,2026-04-16 00:40:28.471 -0300
M20260295164,MARIA DA PENHA,-5.17769376370504,-40.66930085168361,2026-04-16 00:40:28.502 -0300
M20260295163,ROUBO,-3.7938435943641395,-38.59910754766505,2026-04-16 00:40:28.505 -0300
M20260295158,LESÃO CORPORAL,-7.250203607728332,-39.13678167231829,2026-04-16 00:40:28.508 -0300
M20260295156,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.214327606510468,-39.32731044401579,2026-04-16 00:40:28.512 -0300
M20260295155,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.832108919605314,-38.55267101926356,2026-04-16 00:40:28.515 -0300
M20260295177,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.691622930008367,-38.66404754284666,2026-04-16 00:50:28.775 -0300
M20260295176,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.8288773735531447,-38.570836373396475,2026-04-16 00:50:28.780 -0300
M20260295175,ROUBO,-3.7198745764571446,-38.51113589212611,2026-04-16 00:50:28.783 -0300
M20260295171,MARIA DA PENHA,-3.709884670568867,-38.600312805894674,2026-04-16 00:50:28.794 -0300
M20260295170,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.4682152498808465,-38.8976018172052,2026-04-16 00:50:28.797 -0300
M20260295181,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.766833904138886,-38.58324723981904,2026-04-16 01:00:31.144 -0300
M20260295180,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.929654659894657,-37.957999861897505,2026-04-16 01:00:31.180 -0300
M20260295179,MARIA DA PENHA,-3.4409469247637787,-39.029184241167115,2026-04-16 01:00:31.183 -0300
M20260295198,FURTO,-3.7486238673813475,-38.52757631806088,2026-04-16 01:10:28.439 -0300
M20260295197,EMBRIAGUEZ E DESORDEM,-3.7297789640811874,-38.5326797653727,2026-04-16 01:10:28.444 -0300
M20260295194,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.86128138274899,-38.58905428632744,2026-04-16 01:10:28.447 -0300
M20260295193,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.826130593901694,-38.54778292058932,2026-04-16 01:10:28.451 -0300
M20260295191,FURTO DE VEÍCULO,-3.760532833102254,-38.56866116896997,2026-04-16 01:10:28.454 -0300
M20260295190,MARIA DA PENHA,-3.6993903331848412,-38.59660072216194,2026-04-16 01:10:28.457 -0300
M20260295209,MARIA DA PENHA,-3.90886077300343,-38.52671880676786,2026-04-16 01:20:27.685 -0300
M20260295208,FURTO DE VEÍCULO,-3.760532833102254,-38.56866116896997,2026-04-16 01:20:27.721 -0300
M20260295205,TRÁFICO,-3.825394399977131,-38.481376460311466,2026-04-16 01:20:27.725 -0300
M20260295204,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.8431976431428554,-38.527063334711805,2026-04-16 01:20:27.728 -0300
M20260295218,SEQUESTRO,-3.781993551418568,-38.51624671825713,2026-04-16 01:30:30.326 -0300
M20260295217,MARIA DA PENHA,-7.235318291471926,-39.26841927639685,2026-04-16 01:30:30.359 -0300
M20260295214,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.6903691750869383,-40.37140074505393,2026-04-16 01:30:30.362 -0300
M20260295222,ROUBO,-3.781993551418568,-38.51624671825713,2026-04-16 01:40:29.259 -0300
M20260295220,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.6745209605261504,-41.06733997395562,2026-04-16 01:40:29.264 -0300
M20260295236,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.788714451652883,-38.61352586385321,2026-04-16 01:50:30.126 -0300
M20260295235,MARIA DA PENHA,-3.8526022107993696,-38.52576010846549,2026-04-16 01:50:30.168 -0300
M20260295232,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.97342311307852,-38.74847317528882,2026-04-16 01:50:30.171 -0300
M20260295230,MARIA DA PENHA,-3.621808672097345,-38.74823573209132,2026-04-16 01:50:30.175 -0300
M20260295228,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.72204686953108,-38.51150238069956,2026-04-16 01:50:30.178 -0300
M20260295243,TRÁFICO,-4.568882228916653,-37.7695654950968,2026-04-16 02:00:35.853 -0300
M20260295242,MARIA DA PENHA,-3.875185106496139,-38.62173539829699,2026-04-16 02:00:35.885 -0300
M20260295241,MARIA DA PENHA,-3.7286282942690203,-38.51561933357372,2026-04-16 02:00:35.889 -0300
M20260295240,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.673870322180193,-38.669081587110604,2026-04-16 02:00:35.892 -0300
M20260295249,DISPARO DE ARMA,-3.8205487673544796,-38.66398806367059,2026-04-16 02:10:34.987 -0300
M20260295265,PERTURBAÇÃO AO SOSSEGO ALHEIO,-7.217192894003938,-39.301210062554176,2026-04-16 02:30:28.314 -0300
M20260295263,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.8244067421082746,-38.51394590568673,2026-04-16 02:30:28.347 -0300
M20260295260,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.180281126797546,-38.46337846602428,2026-04-16 02:30:28.351 -0300
M20260295267,ROUBO,-3.8164380460384084,-38.465319267689146,2026-04-16 02:40:30.074 -0300
M20260295273,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7455979446872427,-38.515344992240955,2026-04-16 02:50:27.832 -0300
M20260295278,MARIA DA PENHA,-3.7666878355689355,-38.5803157305773,2026-04-16 03:00:29.105 -0300
M20260295277,MARIA DA PENHA,-3.767460777977798,-38.531499817278316,2026-04-16 03:00:29.136 -0300
M20260295285,FURTO,-3.7377365594206697,-38.530146820460615,2026-04-16 03:10:30.214 -0300
M20260295284,PORTE ILEGAL DE ARMA,-7.23495859666347,-39.28945521728312,2026-04-16 03:10:30.248 -0300
M20260295282,MARIA DA PENHA,-3.2245010108858403,-40.69473924916674,2026-04-16 03:10:30.253 -0300
M20260295296,FURTO EM VEÍCULO,-3.769197299247348,-38.65780272233901,2026-04-16 03:20:28.379 -0300
M20260295295,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7751826588063646,-38.58329774965546,2026-04-16 03:20:28.412 -0300
M20260295293,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7078851027978894,-38.568318371003606,2026-04-16 03:20:28.416 -0300
M20260295298,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.829563025498275,-38.52585775715628,2026-04-16 03:30:29.194 -0300
M20260295310,MARIA DA PENHA,-7.193562439828187,-39.27417216716728,2026-04-16 03:40:29.047 -0300
M20260295309,CONSUMO DE ENTORPECENTES,-2.9126806517376718,-40.85117919350695,2026-04-16 03:40:29.080 -0300
M20260295320,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.7685382068015905,-38.6068961954485,2026-04-16 04:00:28.879 -0300
M20260295318,TRÁFICO,-3.720775810616614,-38.53465415519128,2026-04-16 04:00:28.910 -0300
M20260295329,EMBRIAGUEZ E DESORDEM,-3.791497200976589,-39.27061682345343,2026-04-16 04:10:28.981 -0300
M20260295323,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.705653628512941,-38.56551109340932,2026-04-16 04:10:28.986 -0300
M20260295335,DISPARO DE ARMA,-3.684072581320369,-39.58605464959176,2026-04-16 04:20:29.413 -0300
M20260295332,ROUBO,-3.728886980740542,-38.51964657229587,2026-04-16 04:20:29.449 -0300
M20260295360,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.851166626517228,-38.517125789849786,2026-04-16 05:10:30.131 -0300
M20260295375,LESÃO CORPORAL,-6.414378206216965,-38.86375901234448,2026-04-16 05:50:29.047 -0300
M20260295373,PERTURBAÇÃO AO SOSSEGO ALHEIO,-4.560823589596952,-37.76854930290939,2026-04-16 05:50:29.121 -0300
M20260295383,PERTURBAÇÃO AO SOSSEGO ALHEIO,-3.833854083619838,-38.48870987816731,2026-04-16 06:00:29.454 -0300
M20260295382,MARIA DA PENHA,-3.799163548708456,-40.26325061263664,2026-04-16 06:00:29.489 -0300
M20260295391,LESÃO CORPORAL,-3.726026040369956,-38.56942522997836,2026-04-16 06:30:29.938 -0300
M20260295403,MARIA DA PENHA,-3.8363101750234536,-38.488331048989885,2026-04-16 06:50:28.697 -0300
M20260295417,FURTO DE VEÍCULO,-3.7261300348486666,-38.60051747864742,2026-04-16 07:00:30.151 -0300
M20260295415,MARIA DA PENHA,-3.6998401899827233,-38.645464594649596,2026-04-16 07:00:30.186 -0300
